source_dataset,local_student_id,year_level,academic_avg_20,semester1_avg_20,semester2_avg_20,course_grade_mean_20,course_grade_std_20,course_grade_min_20,course_grade_max_20,course_count,failed_course_count_est,failed_course_rate,strong_course_rate,low_performance_rate,performance_consistency_index,academic_risk_score,missing_raw_values_count,missing_core_features_before_imputation,was_imputed
annual_deliberation_y1,ADY1_0044,Y1,7.988,11.439,5.304,9.138,4.131,3.5,15.75,12,6,0.5,0.167,0.417,0.587,0.538,0,0,False
annual_deliberation_y1,ADY1_0045,Y1,12.991,14.098,12.131,13.308,1.688,9.53,15.0,12,1,0.083,0.5,0.0,0.831,0.222,0,0,False
annual_deliberation_y1,ADY1_0046,Y1,15.288,16.451,14.384,15.391,1.802,12.48,19.32,12,0,0.0,0.75,0.0,0.82,0.139,0,0,False
annual_deliberation_y1,ADY1_0047,Y1,14.151,13.966,14.296,14.268,2.319,10.69,19.8,12,0,0.0,0.667,0.0,0.768,0.172,0,0,False
annual_deliberation_y1,ADY1_0048,Y1,11.682,12.356,11.158,12.21,2.207,7.9,14.96,12,2,0.167,0.25,0.083,0.779,0.294,0,0,False
annual_deliberation_y1,ADY1_0049,Y1,16.222,15.561,16.736,16.068,1.643,13.15,20.0,12,0,0.0,0.917,0.0,0.836,0.112,0,0,False
annual_deliberation_y1,ADY1_0050,Y1,16.586,16.539,16.622,16.372,1.277,14.15,19.05,12,0,0.0,1.0,0.0,0.872,0.1,0,0,False
annual_deliberation_y1,ADY1_0051,Y1,11.781,13.203,10.676,12.502,2.938,7.6,16.8,12,3,0.25,0.417,0.083,0.706,0.316,0,0,False
annual_deliberation_y1,ADY1_0052,Y1,13.898,15.496,12.654,14.284,2.766,9.09,17.9,12,1,0.083,0.583,0.0,0.723,0.202,0,0,False
annual_deliberation_y1,ADY1_0053,Y1,12.751,14.774,11.177,13.256,2.451,9.18,18.13,12,1,0.083,0.333,0.0,0.755,0.232,0,0,False
annual_deliberation_y1,ADY1_0054,Y1,13.575,14.576,12.797,13.759,1.666,10.3,16.65,12,0,0.0,0.5,0.0,0.833,0.185,0,0,False
annual_deliberation_y1,ADY1_0055,Y1,11.883,12.449,11.443,12.304,1.496,10.18,15.15,12,0,0.0,0.083,0.0,0.85,0.231,0,0,False
annual_deliberation_y1,ADY1_0056,Y1,15.202,15.928,14.638,15.316,1.296,12.84,17.25,12,0,0.0,0.833,0.0,0.87,0.138,0,0,False
annual_deliberation_y1,ADY1_0057,Y1,9.753,10.794,8.943,10.762,2.625,7.25,15.05,12,5,0.417,0.167,0.167,0.738,0.424,0,0,False
annual_deliberation_y1,ADY1_0058,Y1,10.739,12.037,9.729,11.892,3.064,7.16,16.5,12,3,0.25,0.25,0.083,0.694,0.345,0,0,False
annual_deliberation_y1,ADY1_0059,Y1,12.64,12.491,12.755,13.122,2.434,10.2,18.4,12,0,0.0,0.333,0.0,0.757,0.215,0,0,False
annual_deliberation_y1,ADY1_0060,Y1,15.994,17.474,14.842,16.067,2.216,12.42,18.58,12,0,0.0,0.75,0.0,0.778,0.121,0,0,False
annual_deliberation_y1,ADY1_0061,Y1,13.565,13.277,13.788,13.9,1.45,10.8,16.3,12,0,0.0,0.417,0.0,0.855,0.184,0,0,False
annual_deliberation_y1,ADY1_0062,Y1,13.47,13.861,13.165,13.846,1.185,12.25,15.88,12,0,0.0,0.417,0.0,0.881,0.186,0,0,False
annual_deliberation_y1,ADY1_0063,Y1,9.352,10.431,8.512,10.269,2.997,5.64,16.0,12,5,0.417,0.083,0.25,0.7,0.449,0,0,False
annual_deliberation_y1,ADY1_0064,Y1,13.522,14.339,12.887,13.975,1.81,11.65,17.0,12,0,0.0,0.5,0.0,0.819,0.187,0,0,False
annual_deliberation_y1,ADY1_0065,Y1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,9,1.0,0.0,1.0,1.0,0.95,3,0,False
annual_deliberation_y1,ADY1_0066,Y1,12.798,13.436,12.302,13.261,1.725,9.4,15.7,12,1,0.083,0.333,0.0,0.827,0.228,0,0,False
annual_deliberation_y1,ADY1_0067,Y1,11.406,11.678,11.194,11.85,1.72,8.67,15.0,12,2,0.167,0.083,0.0,0.828,0.287,0,0,False
annual_deliberation_y1,ADY1_0068,Y1,8.753,10.431,7.448,9.868,3.619,4.6,15.75,12,7,0.583,0.167,0.333,0.638,0.523,0,0,False
annual_deliberation_y1,ADY1_0069,Y1,9.898,11.286,8.819,11.214,4.166,5.0,16.15,12,4,0.333,0.333,0.25,0.583,0.419,0,0,False
annual_deliberation_y1,ADY1_0070,Y1,16.639,16.119,17.044,16.733,1.665,13.89,19.8,12,0,0.0,0.917,0.0,0.834,0.101,0,0,False
annual_deliberation_y1,ADY1_0071,Y1,10.302,11.406,9.443,11.635,4.41,5.0,17.6,12,3,0.25,0.333,0.25,0.559,0.389,0,0,False
annual_deliberation_y1,ADY1_0072,Y1,13.777,14.348,13.333,14.22,2.274,10.8,17.83,12,0,0.0,0.667,0.0,0.773,0.183,0,0,False
annual_deliberation_y1,ADY1_0073,Y1,14.226,12.959,15.211,14.347,1.819,11.3,18.6,12,0,0.0,0.583,0.0,0.818,0.168,0,0,False
annual_deliberation_y1,ADY1_0074,Y1,5.824,9.927,2.633,7.009,5.083,0.0,15.3,12,8,0.667,0.167,0.667,0.492,0.682,0,0,False
annual_deliberation_y1,ADY1_0075,Y1,15.992,16.181,15.846,15.65,2.475,12.1,20.0,12,0,0.0,0.75,0.0,0.752,0.123,0,0,False
annual_deliberation_y1,ADY1_0076,Y1,11.285,11.055,11.463,12.14,2.542,7.34,15.6,12,1,0.083,0.333,0.083,0.746,0.286,0,0,False
annual_deliberation_y1,ADY1_0077,Y1,9.631,11.166,8.437,10.728,3.133,5.5,16.2,12,5,0.417,0.167,0.167,0.687,0.43,0,0,False
annual_deliberation_y1,ADY1_0078,Y1,14.505,15.604,13.649,14.876,1.575,10.95,16.93,12,0,0.0,0.917,0.0,0.842,0.159,0,0,False
annual_deliberation_y1,ADY1_0079,Y1,10.725,11.622,10.027,11.641,2.887,6.92,16.85,12,3,0.25,0.167,0.083,0.711,0.345,0,0,False
annual_deliberation_y1,ADY1_0080,Y1,13.075,14.362,12.074,13.662,2.082,8.94,16.85,12,1,0.083,0.417,0.0,0.792,0.222,0,0,False
annual_deliberation_y1,ADY1_0081,Y1,11.914,11.721,12.063,12.613,2.474,9.02,16.2,12,2,0.167,0.25,0.0,0.753,0.276,0,0,False
annual_deliberation_y1,ADY1_0082,Y1,13.195,13.326,13.094,13.413,2.226,8.85,16.27,12,1,0.083,0.417,0.0,0.777,0.219,0,0,False
annual_deliberation_y1,ADY1_0083,Y1,14.823,14.499,15.076,14.848,2.097,12.25,18.65,12,0,0.0,0.667,0.0,0.79,0.153,0,0,False
annual_deliberation_y1,ADY1_0084,Y1,15.971,16.272,15.737,15.615,1.999,12.1,19.1,12,0,0.0,0.75,0.0,0.8,0.121,0,0,False
annual_deliberation_y1,ADY1_0085,Y1,13.244,13.958,12.689,14.008,2.838,7.82,17.05,12,1,0.083,0.667,0.083,0.716,0.233,0,0,False
annual_deliberation_y1,ADY1_0086,Y1,8.994,10.669,7.692,10.299,3.716,5.0,15.45,12,5,0.417,0.083,0.25,0.628,0.463,0,0,False
annual_deliberation_y1,ADY1_0087,Y1,11.58,11.164,11.903,12.091,2.379,8.63,15.3,12,2,0.167,0.333,0.0,0.762,0.285,0,0,False
annual_deliberation_y1,ADY1_0088,Y1,9.271,10.684,8.172,10.121,2.745,5.66,15.0,12,5,0.417,0.167,0.25,0.726,0.45,0,0,False
annual_deliberation_y1,ADY1_0089,Y1,14.114,15.407,13.108,14.237,2.208,10.15,17.45,12,0,0.0,0.5,0.0,0.779,0.173,0,0,False
annual_deliberation_y1,ADY1_0090,Y1,12.895,13.707,12.263,13.272,2.593,9.2,17.98,12,2,0.167,0.417,0.0,0.741,0.25,0,0,False
annual_deliberation_y1,ADY1_0091,Y1,11.683,14.142,9.77,12.252,2.767,7.1,16.35,12,2,0.167,0.333,0.083,0.723,0.297,0,0,False
annual_deliberation_y1,ADY1_0092,Y1,15.009,15.932,14.291,15.075,1.851,12.57,18.43,12,0,0.0,0.667,0.0,0.815,0.147,0,0,False
annual_deliberation_y1,ADY1_0093,Y1,13.267,14.189,12.549,13.743,1.887,10.08,16.05,12,0,0.0,0.5,0.0,0.811,0.195,0,0,False
annual_deliberation_y1,ADY1_0094,Y1,14.009,15.084,13.174,14.347,1.629,10.72,16.2,12,0,0.0,0.667,0.0,0.837,0.173,0,0,False
annual_deliberation_y1,ADY1_0095,Y1,11.62,12.501,10.934,12.212,2.218,7.9,15.6,12,2,0.167,0.25,0.083,0.778,0.296,0,0,False
annual_deliberation_y1,ADY1_0096,Y1,12.918,11.703,13.863,13.395,2.408,9.15,17.7,12,2,0.167,0.5,0.0,0.759,0.248,0,0,False
annual_deliberation_y1,ADY1_0097,Y1,14.409,15.645,13.448,14.408,1.565,12.23,16.7,12,0,0.0,0.583,0.0,0.843,0.162,0,0,False
annual_deliberation_y1,ADY1_0098,Y1,1.282,2.931,0.0,1.901,2.34,0.0,4.9,9,9,1.0,0.0,1.0,0.766,0.926,3,0,False
annual_deliberation_y1,ADY1_0099,Y1,10.625,12.039,9.525,11.504,3.041,6.7,15.8,12,5,0.417,0.25,0.167,0.696,0.402,0,0,False
annual_deliberation_y1,ADY1_0100,Y1,13.297,12.759,13.716,13.47,1.312,11.8,16.4,12,0,0.0,0.417,0.0,0.869,0.191,0,0,False
annual_deliberation_y1,ADY1_0101,Y1,11.208,12.1,10.514,11.655,1.973,9.1,14.2,12,3,0.25,0.25,0.0,0.803,0.314,0,0,False
annual_deliberation_y1,ADY1_0102,Y1,16.501,17.01,16.104,16.335,1.803,13.8,18.85,12,0,0.0,0.917,0.0,0.82,0.105,0,0,False
annual_deliberation_y1,ADY1_0103,Y1,13.493,14.814,12.465,13.866,1.882,11.0,17.6,12,0,0.0,0.333,0.0,0.812,0.188,0,0,False
annual_deliberation_y1,ADY1_0104,Y1,11.509,10.657,12.172,11.952,2.072,8.52,15.6,12,2,0.167,0.083,0.0,0.793,0.286,0,0,False
annual_deliberation_y1,ADY1_0105,Y1,11.812,12.333,11.407,12.364,1.675,10.02,15.4,12,0,0.0,0.167,0.0,0.832,0.234,0,0,False
annual_deliberation_y1,ADY1_0106,Y1,11.96,13.536,10.734,12.721,2.359,7.96,16.2,12,1,0.083,0.417,0.083,0.764,0.266,0,0,False
annual_deliberation_y1,ADY1_0107,Y1,9.211,10.166,8.467,10.009,2.62,6.45,14.4,12,7,0.583,0.083,0.25,0.738,0.493,0,0,False
annual_deliberation_y1,ADY1_0108,Y1,14.353,15.029,13.828,14.621,1.369,12.31,16.6,12,0,0.0,0.667,0.0,0.863,0.162,0,0,False
annual_deliberation_y1,ADY1_0109,Y1,10.751,12.809,9.151,11.763,3.258,6.6,16.0,12,5,0.417,0.25,0.167,0.674,0.4,0,0,False
annual_deliberation_y1,ADY1_0110,Y1,14.503,15.831,13.471,14.676,1.756,11.85,17.06,12,0,0.0,0.583,0.0,0.824,0.16,0,0,False
annual_deliberation_y1,ADY1_0111,Y1,11.018,11.989,10.263,11.711,2.015,8.79,15.0,12,2,0.167,0.167,0.0,0.799,0.299,0,0,False
annual_deliberation_y1,ADY1_0112,Y1,13.714,14.611,13.016,13.898,1.646,11.3,16.43,12,0,0.0,0.417,0.0,0.835,0.181,0,0,False
annual_deliberation_y1,ADY1_0113,Y1,12.476,13.175,11.932,12.567,1.105,10.84,14.05,12,0,0.0,0.083,0.0,0.889,0.212,0,0,False
annual_deliberation_y1,ADY1_0114,Y1,13.607,14.821,12.663,13.917,1.709,11.33,16.55,12,0,0.0,0.417,0.0,0.829,0.184,0,0,False
annual_deliberation_y1,ADY1_0115,Y1,12.474,14.64,10.789,13.253,3.128,6.8,18.0,12,2,0.167,0.5,0.083,0.687,0.277,0,0,False
annual_deliberation_y1,ADY1_0116,Y1,12.854,13.764,12.147,13.272,2.068,10.7,17.83,12,0,0.0,0.333,0.0,0.793,0.207,0,0,False
annual_deliberation_y1,ADY1_0117,Y1,8.513,10.151,7.239,9.672,3.948,2.59,15.1,12,6,0.5,0.167,0.417,0.605,0.523,0,0,False
annual_deliberation_y1,ADY1_0118,Y1,5.585,5.924,5.321,7.022,4.452,1.25,14.7,12,9,0.75,0.083,0.583,0.555,0.694,0,0,False
annual_deliberation_y1,ADY1_0119,Y1,11.737,13.01,10.747,12.316,2.556,6.95,15.8,12,2,0.167,0.25,0.083,0.744,0.294,0,0,False
annual_deliberation_y1,ADY1_0120,Y1,11.497,12.499,10.717,12.094,2.537,8.22,15.88,12,4,0.333,0.333,0.0,0.746,0.33,0,0,False
annual_deliberation_y1,ADY1_0121,Y1,15.398,16.343,14.663,15.411,1.648,11.9,17.9,12,0,0.0,0.833,0.0,0.835,0.135,0,0,False
annual_deliberation_y1,ADY1_0122,Y1,5.973,8.044,4.363,6.925,3.837,0.8,12.4,12,8,0.667,0.0,0.583,0.616,0.659,0,0,False
annual_deliberation_y1,ADY1_0123,Y1,14.603,16.077,13.456,14.885,2.184,11.65,18.15,12,0,0.0,0.667,0.0,0.782,0.159,0,0,False
annual_deliberation_y1,ADY1_0124,Y1,11.723,11.076,12.227,12.645,2.772,8.85,16.5,12,3,0.25,0.417,0.0,0.723,0.304,0,0,False
annual_deliberation_y1,ADY1_0125,Y1,11.342,12.968,10.078,11.858,2.681,6.06,14.75,12,4,0.333,0.333,0.083,0.732,0.347,0,0,False
annual_deliberation_y1,ADY1_0126,Y1,13.053,14.216,12.148,13.493,1.888,10.0,16.1,12,0,0.0,0.333,0.0,0.811,0.2,0,0,False
annual_deliberation_y1,ADY1_0127,Y1,8.985,10.716,7.639,9.857,3.344,5.9,15.05,12,7,0.583,0.167,0.333,0.666,0.515,0,0,False
annual_deliberation_y1,ADY1_0128,Y1,12.689,13.365,12.164,13.275,2.129,8.3,16.0,12,1,0.083,0.417,0.0,0.787,0.233,0,0,False
annual_deliberation_y1,ADY1_0129,Y1,14.877,14.446,15.212,14.986,1.746,12.9,18.6,12,0,0.0,0.667,0.0,0.825,0.15,0,0,False
annual_deliberation_y1,ADY1_0130,Y1,12.986,13.091,12.904,13.371,1.802,10.89,16.6,12,0,0.0,0.417,0.0,0.82,0.202,0,0,False
annual_deliberation_y1,ADY1_0131,Y1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,9,1.0,0.0,1.0,1.0,0.95,3,0,False
annual_deliberation_y1,ADY1_0132,Y1,11.902,13.515,10.647,12.622,2.58,7.41,15.5,12,2,0.167,0.333,0.083,0.742,0.29,0,0,False
annual_deliberation_y1,ADY1_0133,Y1,10.635,11.919,9.636,11.18,2.433,6.54,14.45,12,4,0.333,0.083,0.083,0.757,0.366,0,0,False
annual_deliberation_y1,ADY1_0134,Y1,12.082,14.057,10.546,12.27,2.05,8.75,14.88,12,2,0.167,0.167,0.0,0.795,0.27,0,0,False
annual_deliberation_y1,ADY1_0135,Y1,13.693,13.79,13.618,13.992,1.711,10.9,16.82,12,0,0.0,0.583,0.0,0.829,0.182,0,0,False
annual_deliberation_y1,ADY1_0136,Y1,11.631,12.435,11.006,12.294,2.161,7.55,14.82,12,2,0.167,0.25,0.083,0.784,0.295,0,0,False
annual_deliberation_y1,ADY1_0137,Y1,6.973,8.293,5.947,8.326,3.754,2.95,14.5,12,7,0.583,0.083,0.583,0.625,0.61,0,0,False
annual_deliberation_y1,ADY1_0138,Y1,12.487,13.499,11.701,12.875,1.777,9.67,17.0,12,1,0.083,0.083,0.0,0.822,0.236,0,0,False
annual_deliberation_y1,ADY1_0139,Y1,12.514,13.186,11.992,13.188,2.073,9.9,16.5,12,1,0.083,0.333,0.0,0.793,0.237,0,0,False
annual_deliberation_y1,ADY1_0140,Y1,13.125,13.443,12.878,13.291,1.707,10.6,16.06,12,0,0.0,0.417,0.0,0.829,0.198,0,0,False
annual_deliberation_y1,ADY1_0141,Y1,13.727,14.992,12.743,14.107,2.035,9.42,16.68,12,1,0.083,0.583,0.0,0.796,0.204,0,0,False
annual_deliberation_y1,ADY1_0142,Y1,10.18,11.006,9.538,10.786,2.054,7.18,13.5,12,4,0.333,0.0,0.083,0.795,0.376,0,0,False
annual_deliberation_y1,ADY1_0143,Y1,14.746,15.733,13.978,14.788,1.461,12.8,17.9,12,0,0.0,0.75,0.0,0.854,0.152,0,0,False
annual_deliberation_y1,ADY1_0144,Y1,13.835,13.979,13.723,14.172,1.706,11.7,18.2,12,0,0.0,0.5,0.0,0.829,0.178,0,0,False
annual_deliberation_y1,ADY1_0145,Y1,14.647,14.881,14.466,14.714,1.703,12.57,18.2,12,0,0.0,0.5,0.0,0.83,0.156,0,0,False
annual_deliberation_y1,ADY1_0146,Y1,12.761,12.329,13.096,13.083,1.883,8.45,15.2,12,1,0.083,0.333,0.0,0.812,0.229,0,0,False
annual_deliberation_y1,ADY1_0147,Y1,11.928,12.843,11.217,12.277,1.823,9.25,15.6,12,2,0.167,0.167,0.0,0.818,0.273,0,0,False
annual_deliberation_y1,ADY1_0148,Y1,14.06,14.942,13.373,14.233,1.449,11.3,16.49,12,0,0.0,0.833,0.0,0.855,0.171,0,0,False
annual_deliberation_y1,ADY1_0149,Y1,10.06,11.398,9.019,10.953,2.878,6.1,16.0,12,6,0.5,0.167,0.167,0.712,0.438,0,0,False
annual_deliberation_y1,ADY1_0150,Y1,10.023,10.136,9.934,10.965,2.638,7.7,15.5,12,5,0.417,0.167,0.167,0.736,0.417,0,0,False
annual_deliberation_y1,ADY1_0151,Y1,8.871,12.017,6.424,10.079,4.321,3.35,16.2,12,6,0.5,0.167,0.25,0.568,0.49,0,0,False
annual_deliberation_y1,ADY1_0152,Y1,12.571,13.256,12.037,13.104,1.737,10.65,16.5,12,0,0.0,0.25,0.0,0.826,0.213,0,0,False
annual_deliberation_y1,ADY1_0153,Y1,13.731,14.12,13.428,13.964,1.795,10.35,16.0,12,0,0.0,0.583,0.0,0.82,0.181,0,0,False
annual_deliberation_y1,ADY1_0154,Y1,12.133,14.081,10.618,12.485,2.369,8.25,15.67,12,3,0.25,0.25,0.0,0.763,0.291,0,0,False
annual_deliberation_y1,ADY1_0155,Y1,14.956,15.425,14.591,14.993,1.829,12.25,18.8,12,0,0.0,0.75,0.0,0.817,0.148,0,0,False
annual_deliberation_y1,ADY1_0156,Y1,15.927,15.561,16.211,16.201,1.502,13.0,19.0,12,0,0.0,0.917,0.0,0.85,0.12,0,0,False
annual_deliberation_y1,ADY1_0157,Y1,10.863,11.797,10.137,11.357,1.797,7.05,13.8,12,1,0.083,0.0,0.083,0.82,0.294,0,0,False
annual_deliberation_y1,ADY1_0158,Y1,13.469,14.164,12.929,13.622,1.408,10.7,15.65,12,0,0.0,0.5,0.0,0.859,0.187,0,0,False
annual_deliberation_y1,ADY1_0159,Y1,15.06,15.134,15.003,15.35,1.959,11.8,17.76,12,0,0.0,0.75,0.0,0.804,0.146,0,0,False
annual_deliberation_y1,ADY1_0160,Y1,13.575,13.386,13.722,13.941,2.02,11.0,18.2,12,0,0.0,0.5,0.0,0.798,0.187,0,0,False
annual_deliberation_y1,ADY1_0161,Y1,15.851,16.859,15.067,15.817,1.661,13.45,18.9,12,0,0.0,0.917,0.0,0.834,0.122,0,0,False
annual_deliberation_y1,ADY1_0162,Y1,14.051,14.137,13.983,14.203,2.431,11.8,19.05,12,0,0.0,0.417,0.0,0.757,0.176,0,0,False
annual_deliberation_y1,ADY1_0163,Y1,7.325,7.952,6.838,8.574,3.679,5.0,16.0,12,7,0.583,0.083,0.5,0.632,0.588,0,0,False
annual_deliberation_y1,ADY1_0164,Y1,15.393,15.268,15.491,15.404,1.463,12.25,18.2,12,0,0.0,0.917,0.0,0.854,0.134,0,0,False
annual_deliberation_y1,ADY1_0165,Y1,13.097,13.276,12.957,13.311,1.257,11.35,15.79,12,0,0.0,0.333,0.0,0.874,0.196,0,0,False
annual_deliberation_y1,ADY1_0166,Y1,9.422,9.206,9.591,9.903,2.606,4.78,13.0,12,4,0.333,0.0,0.167,0.739,0.412,0,0,False
annual_deliberation_y1,ADY1_0167,Y1,11.189,12.669,10.038,11.631,2.364,8.75,15.3,12,5,0.417,0.167,0.0,0.764,0.358,0,0,False
annual_deliberation_y1,ADY1_0168,Y1,9.424,9.676,9.227,10.572,3.775,5.0,16.0,12,4,0.333,0.167,0.25,0.623,0.431,0,0,False
