source_dataset,local_student_id,year_level,academic_avg_20,semester1_avg_20,semester2_avg_20,course_grade_mean_20,course_grade_std_20,course_grade_min_20,course_grade_max_20,course_count,failed_course_rate,strong_course_rate,low_performance_rate,missing_raw_values_count,attendance_rate_raw,tp_score_20_raw,emd_score_20_raw,self_academic_level_10_raw
annual_deliberation_y1,ADY1_0015,Y1,16.408125,16.12214286,16.63055556,16.619166666666665,1.5301958183266093,14.65,20.0,12,0.0,1.0,0.0,0,,,,
annual_deliberation_y1,ADY1_0016,Y1,10.5415625,12.00642857,9.402222222,11.271666666666667,2.5768614924972497,7.33,16.6,12,0.3333333333333333,0.08333333333333333,0.16666666666666666,0,,,,
annual_deliberation_y1,ADY1_0017,Y1,11.71375,12.83714286,10.84,12.515833333333331,2.7591878196749176,8.85,16.75,12,0.16666666666666666,0.3333333333333333,0.0,0,,,,
annual_deliberation_y1,ADY1_0018,Y1,14.3575,12.79142857,15.57555556,14.580833333333333,2.8212391163308284,9.09,20.0,12,0.08333333333333333,0.5833333333333334,0.0,0,,,,
annual_deliberation_y1,ADY1_0019,Y1,15.8809375,15.86928571,15.89,15.6875,1.8656128654242181,12.8,19.63,12,0.0,0.9166666666666666,0.0,0,,,,
annual_deliberation_y1,ADY1_0020,Y1,12.1425,12.56,11.81777778,12.645833333333334,1.7503062502593567,8.85,15.6,12,0.08333333333333333,0.25,0.0,0,,,,
annual_deliberation_y1,ADY1_0021,Y1,14.0059375,15.025,13.21333333,13.990833333333335,2.9078591260529967,9.62,19.1,12,0.08333333333333333,0.4166666666666667,0.0,0,,,,
annual_deliberation_y1,ADY1_0022,Y1,11.4509375,12.19285714,10.87388889,12.277500000000002,2.4376297168281393,8.98,16.0,12,0.25,0.25,0.0,0,,,,
annual_deliberation_y1,ADY1_0023,Y1,2.3953125,5.475,0.0,3.758,3.557348575679489,0.0,9.5,10,1.0,0.0,0.9,2,,,,
annual_deliberation_y1,ADY1_0024,Y1,13.0090625,12.995,13.02,13.606666666666667,1.8903647235067593,10.5,17.2,12,0.0,0.4166666666666667,0.0,0,,,,
annual_deliberation_y1,ADY1_0025,Y1,13.04875,13.57714286,12.63777778,13.505833333333333,1.593888660040613,10.1,15.65,12,0.0,0.3333333333333333,0.0,0,,,,
annual_deliberation_y1,ADY1_0026,Y1,11.3690625,11.84428571,10.99944444,12.2575,2.5741022265495346,8.4,16.2,12,0.25,0.25,0.0,0,,,,
annual_deliberation_y1,ADY1_0027,Y1,10.7946875,11.95,9.896111111,11.6325,2.8672448765004677,7.5,16.02,12,0.25,0.25,0.16666666666666666,0,,,,
annual_deliberation_y1,ADY1_0028,Y1,10.3184375,11.63357143,9.295555556,10.9,2.0240418608678663,5.95,14.4,12,0.16666666666666666,0.08333333333333333,0.08333333333333333,0,,,,
annual_deliberation_y1,ADY1_0029,Y1,10.4025,12.29785714,8.928333333,11.41666666666667,3.204625444950508,6.55,15.0,12,0.4166666666666667,0.3333333333333333,0.16666666666666666,0,,,,
annual_deliberation_y1,ADY1_0030,Y1,9.409375,11.17142857,8.038888889,10.542499999999999,3.4966688693409593,5.8,17.0,12,0.4166666666666667,0.16666666666666666,0.25,0,,,,
annual_deliberation_y1,ADY1_0031,Y1,13.38,13.21142857,13.51111111,13.468333333333334,1.1713693100837417,12.0,16.3,12,0.0,0.3333333333333333,0.0,0,,,,
annual_deliberation_y1,ADY1_0032,Y1,14.28,14.69214286,13.95944444,14.575833333333335,2.1720809391135973,11.7,18.8,12,0.0,0.5,0.0,0,,,,
annual_deliberation_y1,ADY1_0033,Y1,7.165,9.516428571,5.336111111,8.344999999999999,4.325962846055725,3.6,16.25,12,0.6666666666666666,0.16666666666666666,0.5,0,,,,
annual_deliberation_y1,ADY1_0034,Y1,10.7771875,12.56785714,9.384444444,11.428333333333333,2.775142365990464,6.9,15.7,12,0.3333333333333333,0.25,0.08333333333333333,0,,,,
annual_deliberation_y1,ADY1_0035,Y1,15.1059375,15.59357143,14.72666667,15.155,1.225223541755841,12.75,17.0,12,0.0,0.8333333333333334,0.0,0,,,,
annual_deliberation_y1,ADY1_0036,Y1,14.1609375,14.19,14.13833333,14.477500000000001,1.5124160382405607,11.6,16.55,12,0.0,0.75,0.0,0,,,,
annual_deliberation_y1,ADY1_0037,Y1,9.6728125,12.31428571,7.618333333,10.6375,3.689900528346382,3.7,16.2,12,0.3333333333333333,0.16666666666666666,0.3333333333333333,0,,,,
annual_deliberation_y1,ADY1_0038,Y1,12.3303125,11.98714286,12.59722222,12.457500000000001,1.8088224446759933,9.86,15.9,12,0.08333333333333333,0.16666666666666666,0.0,0,,,,
annual_deliberation_y1,ADY1_0039,Y1,11.1809375,10.82,11.46166667,11.8775,2.322178150710312,8.75,17.5,12,0.25,0.08333333333333333,0.0,0,,,,
annual_deliberation_y1,ADY1_0040,Y1,13.3921875,14.17928571,12.78,13.953333333333333,2.2734688487112824,10.0,17.65,12,0.0,0.5833333333333334,0.0,0,,,,
annual_deliberation_y1,ADY1_0041,Y1,9.763125,11.37928571,8.506111111,10.7425,2.7975935275615984,7.05,15.05,12,0.4166666666666667,0.25,0.16666666666666666,0,,,,
annual_deliberation_y1,ADY1_0042,Y1,14.8753125,13.85928571,15.66555556,14.95583333333333,1.7880993379631462,11.8,17.95,12,0.0,0.6666666666666666,0.0,0,,,,
annual_deliberation_y1,ADY1_0043,Y1,11.815,13.76428571,10.29888889,12.084166666666667,2.639092331339192,8.3,16.83,12,0.3333333333333333,0.3333333333333333,0.0,0,,,,
annual_deliberation_y1,ADY1_0044,Y1,7.988125,11.43928571,5.303888889,9.138333333333334,4.131325636542285,3.5,15.75,12,0.5,0.16666666666666666,0.4166666666666667,0,,,,
annual_deliberation_y1,ADY1_0045,Y1,12.99125,14.09785714,12.13055556,13.308333333333335,1.6877733224218197,9.53,15.0,12,0.08333333333333333,0.5,0.0,0,,,,
annual_deliberation_y1,ADY1_0046,Y1,15.288125,16.45071429,14.38388889,15.390833333333335,1.802132364896114,12.48,19.32,12,0.0,0.75,0.0,0,,,,
annual_deliberation_y1,ADY1_0047,Y1,14.15125,13.96571429,14.29555556,14.2675,2.3191735400980473,10.69,19.8,12,0.0,0.6666666666666666,0.0,0,,,,
annual_deliberation_y1,ADY1_0048,Y1,11.6825,12.35642857,11.15833333,12.209999999999999,2.2072277964574805,7.9,14.96,12,0.16666666666666666,0.25,0.08333333333333333,0,,,,
annual_deliberation_y1,ADY1_0049,Y1,16.2221875,15.56142857,16.73611111,16.06833333333333,1.6430118316031321,13.15,20.0,12,0.0,0.9166666666666666,0.0,0,,,,
annual_deliberation_y1,ADY1_0050,Y1,16.5859375,16.53928571,16.62222222,16.371666666666666,1.2767916704368691,14.15,19.05,12,0.0,1.0,0.0,0,,,,
annual_deliberation_y1,ADY1_0051,Y1,11.78125,13.20285714,10.67555556,12.5025,2.937541102226951,7.6,16.8,12,0.25,0.4166666666666667,0.08333333333333333,0,,,,
annual_deliberation_y1,ADY1_0052,Y1,13.8975,15.49642857,12.65388889,14.28416666666667,2.766190220019826,9.09,17.9,12,0.08333333333333333,0.5833333333333334,0.0,0,,,,
annual_deliberation_y1,ADY1_0053,Y1,12.750625,14.77357143,11.17722222,13.255833333333333,2.4508049079781316,9.18,18.13,12,0.08333333333333333,0.3333333333333333,0.0,0,,,,
annual_deliberation_y1,ADY1_0054,Y1,13.5753125,14.57571429,12.79722222,13.759166666666667,1.6657210196042778,10.3,16.65,12,0.0,0.5,0.0,0,,,,
annual_deliberation_y1,ADY1_0055,Y1,11.883125,12.44928571,11.44277778,12.304166666666665,1.4963255499773944,10.18,15.15,12,0.0,0.08333333333333333,0.0,0,,,,
annual_deliberation_y1,ADY1_0056,Y1,15.2025,15.92785714,14.63833333,15.315833333333332,1.2962846091344247,12.84,17.25,12,0.0,0.8333333333333334,0.0,0,,,,
annual_deliberation_y1,ADY1_0057,Y1,9.753125,10.79428571,8.943333333,10.761666666666665,2.624928859064854,7.25,15.05,12,0.4166666666666667,0.16666666666666666,0.16666666666666666,0,,,,
annual_deliberation_y1,ADY1_0058,Y1,10.73875,12.03714286,9.728888889,11.891666666666666,3.0642122918781216,7.16,16.5,12,0.25,0.25,0.08333333333333333,0,,,,
annual_deliberation_y1,ADY1_0059,Y1,12.6396875,12.49142857,12.755,13.121666666666664,2.433735749207316,10.2,18.4,12,0.0,0.3333333333333333,0.0,0,,,,
annual_deliberation_y1,ADY1_0060,Y1,15.99375,17.47428571,14.84222222,16.0675,2.2164021828999436,12.42,18.58,12,0.0,0.75,0.0,0,,,,
annual_deliberation_y1,ADY1_0061,Y1,13.5646875,13.27714286,13.78833333,13.9,1.449539111705385,10.8,16.3,12,0.0,0.4166666666666667,0.0,0,,,,
annual_deliberation_y1,ADY1_0062,Y1,13.4696875,13.86142857,13.165,13.845833333333333,1.1850543396312205,12.25,15.88,12,0.0,0.4166666666666667,0.0,0,,,,
annual_deliberation_y1,ADY1_0063,Y1,9.3515625,10.43142857,8.511666667,10.269166666666667,2.9971272862020673,5.64,16.0,12,0.4166666666666667,0.08333333333333333,0.25,0,,,,
annual_deliberation_y1,ADY1_0064,Y1,13.5221875,14.33928571,12.88666667,13.975,1.8103716343738527,11.65,17.0,12,0.0,0.5,0.0,0,,,,
annual_deliberation_y1,ADY1_0065,Y1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,1.0,0.0,1.0,3,,,,
annual_deliberation_y1,ADY1_0066,Y1,12.7984375,13.43642857,12.30222222,13.260833333333336,1.725400919593279,9.4,15.7,12,0.08333333333333333,0.3333333333333333,0.0,0,,,,
annual_deliberation_y1,ADY1_0067,Y1,11.4059375,11.67785714,11.19444444,11.850000000000001,1.720153270126611,8.67,15.0,12,0.16666666666666666,0.08333333333333333,0.0,0,,,,
annual_deliberation_y1,ADY1_0068,Y1,8.753125,10.43071429,7.448333333,9.867500000000001,3.619171489820187,4.6,15.75,12,0.5833333333333334,0.16666666666666666,0.3333333333333333,0,,,,
annual_deliberation_y1,ADY1_0069,Y1,9.8984375,11.28642857,8.818888889,11.214166666666666,4.1660586526079655,5.0,16.15,12,0.3333333333333333,0.3333333333333333,0.25,0,,,,
annual_deliberation_y1,ADY1_0070,Y1,16.6390625,16.11857143,17.04388889,16.733333333333334,1.664803200672589,13.89,19.8,12,0.0,0.9166666666666666,0.0,0,,,,
annual_deliberation_y1,ADY1_0071,Y1,10.301875,11.40642857,9.442777778,11.635,4.4104081443784775,5.0,17.6,12,0.25,0.3333333333333333,0.25,0,,,,
annual_deliberation_y1,ADY1_0072,Y1,13.776875,14.34785714,13.33277778,14.219999999999999,2.2741511903045573,10.8,17.83,12,0.0,0.6666666666666666,0.0,0,,,,
annual_deliberation_y1,ADY1_0073,Y1,14.225625,12.95857143,15.21111111,14.346666666666666,1.8194371424018794,11.3,18.6,12,0.0,0.5833333333333334,0.0,0,,,,
annual_deliberation_y1,ADY1_0074,Y1,5.8240625,9.927142857,2.632777778,7.009166666666666,5.08325139029831,0.0,15.3,12,0.6666666666666666,0.16666666666666666,0.6666666666666666,0,,,,
annual_deliberation_y1,ADY1_0075,Y1,15.9925,16.18071429,15.84611111,15.649999999999999,2.4753365244125716,12.1,20.0,12,0.0,0.75,0.0,0,,,,
annual_deliberation_y1,ADY1_0076,Y1,11.2846875,11.055,11.46333333,12.14,2.5423754103736775,7.34,15.6,12,0.08333333333333333,0.3333333333333333,0.08333333333333333,0,,,,
annual_deliberation_y1,ADY1_0077,Y1,9.630625,11.16571429,8.436666667,10.728333333333333,3.133249354129274,5.5,16.2,12,0.4166666666666667,0.16666666666666666,0.16666666666666666,0,,,,
annual_deliberation_y1,ADY1_0078,Y1,14.5046875,15.60428571,13.64944444,14.875833333333333,1.5751851742996232,10.95,16.93,12,0.0,0.9166666666666666,0.0,0,,,,
annual_deliberation_y1,ADY1_0079,Y1,10.7246875,11.62214286,10.02666667,11.640833333333333,2.8866352174786276,6.92,16.85,12,0.25,0.16666666666666666,0.08333333333333333,0,,,,
annual_deliberation_y1,ADY1_0080,Y1,13.0753125,14.36214286,12.07444444,13.661666666666669,2.0822969543416727,8.94,16.85,12,0.08333333333333333,0.4166666666666667,0.0,0,,,,
annual_deliberation_y1,ADY1_0081,Y1,11.91375,11.72142857,12.06333333,12.613333333333332,2.4737580293712615,9.02,16.2,12,0.16666666666666666,0.25,0.0,0,,,,
annual_deliberation_y1,ADY1_0082,Y1,13.1953125,13.32571429,13.09388889,13.412500000000001,2.2259630193775375,8.85,16.27,12,0.08333333333333333,0.4166666666666667,0.0,0,,,,
annual_deliberation_y1,ADY1_0083,Y1,14.823125,14.49857143,15.07555556,14.848333333333334,2.09733958464845,12.25,18.65,12,0.0,0.6666666666666666,0.0,0,,,,
annual_deliberation_y1,ADY1_0084,Y1,15.97125,16.27214286,15.73722222,15.615,1.9986290755961156,12.1,19.1,12,0.0,0.75,0.0,0,,,,
annual_deliberation_y1,ADY1_0085,Y1,13.2440625,13.95785714,12.68888889,14.008333333333333,2.8380397631058125,7.82,17.05,12,0.08333333333333333,0.6666666666666666,0.08333333333333333,0,,,,
annual_deliberation_y1,ADY1_0086,Y1,8.994375,10.66857143,7.692222222,10.299166666666666,3.7159275321570013,5.0,15.45,12,0.4166666666666667,0.08333333333333333,0.25,0,,,,
annual_deliberation_y1,ADY1_0087,Y1,11.5796875,11.16357143,11.90333333,12.090833333333336,2.3785918612540997,8.63,15.3,12,0.16666666666666666,0.3333333333333333,0.0,0,,,,
annual_deliberation_y1,ADY1_0088,Y1,9.2709375,10.68428571,8.171666667,10.120833333333332,2.7445365839438285,5.66,15.0,12,0.4166666666666667,0.16666666666666666,0.25,0,,,,
annual_deliberation_y1,ADY1_0089,Y1,14.11375,15.40714286,13.10777778,14.236666666666665,2.208312121110244,10.15,17.45,12,0.0,0.5,0.0,0,,,,
annual_deliberation_y1,ADY1_0090,Y1,12.8946875,13.70714286,12.26277778,13.2725,2.593278462066537,9.2,17.98,12,0.16666666666666666,0.4166666666666667,0.0,0,,,,
annual_deliberation_y1,ADY1_0091,Y1,11.6828125,14.14214286,9.77,12.251666666666667,2.7665529366912813,7.1,16.35,12,0.16666666666666666,0.3333333333333333,0.08333333333333333,0,,,,
annual_deliberation_y1,ADY1_0092,Y1,15.0090625,15.93214286,14.29111111,15.075000000000001,1.850825368708389,12.57,18.43,12,0.0,0.6666666666666666,0.0,0,,,,
annual_deliberation_y1,ADY1_0093,Y1,13.266875,14.18928571,12.54944444,13.743333333333332,1.8868701036051179,10.08,16.05,12,0.0,0.5,0.0,0,,,,
annual_deliberation_y1,ADY1_0094,Y1,14.009375,15.08357143,13.17388889,14.346666666666666,1.6290339208105873,10.72,16.2,12,0.0,0.6666666666666666,0.0,0,,,,
annual_deliberation_y1,ADY1_0095,Y1,11.6196875,12.50071429,10.93444444,12.211666666666666,2.218282846680916,7.9,15.6,12,0.16666666666666666,0.25,0.08333333333333333,0,,,,
annual_deliberation_y1,ADY1_0096,Y1,12.9178125,11.70285714,13.86277778,13.395000000000001,2.4076525723390634,9.15,17.7,12,0.16666666666666666,0.5,0.0,0,,,,
annual_deliberation_y1,ADY1_0097,Y1,14.409375,15.645,13.44833333,14.408333333333333,1.5652582321563857,12.23,16.7,12,0.0,0.5833333333333334,0.0,0,,,,
annual_deliberation_y1,ADY1_0098,Y1,1.2821875,2.930714286,0.0,1.901111111111111,2.3398741656574424,0.0,4.9,9,1.0,0.0,1.0,3,,,,
annual_deliberation_y1,ADY1_0099,Y1,10.6246875,12.03857143,9.525,11.504166666666668,3.040635275528435,6.7,15.8,12,0.4166666666666667,0.25,0.16666666666666666,0,,,,
annual_deliberation_y1,ADY1_0100,Y1,13.296875,12.75857143,13.71555556,13.469999999999999,1.3124162310930028,11.8,16.4,12,0.0,0.4166666666666667,0.0,0,,,,
annual_deliberation_y1,ADY1_0101,Y1,11.208125,12.1,10.51444444,11.655000000000001,1.9733381961447045,9.1,14.2,12,0.25,0.25,0.0,0,,,,
annual_deliberation_y1,ADY1_0102,Y1,16.500625,17.01,16.10444444,16.335,1.8028134578032096,13.8,18.85,12,0.0,0.9166666666666666,0.0,0,,,,
annual_deliberation_y1,ADY1_0103,Y1,13.4928125,14.81428571,12.465,13.865833333333333,1.8822349304306663,11.0,17.6,12,0.0,0.3333333333333333,0.0,0,,,,
annual_deliberation_y1,ADY1_0104,Y1,11.5090625,10.65714286,12.17166667,11.9525,2.0723860863529002,8.52,15.6,12,0.16666666666666666,0.08333333333333333,0.0,0,,,,
annual_deliberation_y1,ADY1_0105,Y1,11.8121875,12.33285714,11.40722222,12.364166666666668,1.675130704986294,10.02,15.4,12,0.0,0.16666666666666666,0.0,0,,,,
annual_deliberation_y1,ADY1_0106,Y1,11.96,13.53571429,10.73444444,12.720833333333333,2.358838151345366,7.96,16.2,12,0.08333333333333333,0.4166666666666667,0.08333333333333333,0,,,,
annual_deliberation_y1,ADY1_0107,Y1,9.210625,10.16642857,8.467222222,10.009166666666667,2.620140379075252,6.45,14.4,12,0.5833333333333334,0.08333333333333333,0.25,0,,,,
annual_deliberation_y1,ADY1_0108,Y1,14.3534375,15.02928571,13.82777778,14.620833333333335,1.3685191620761825,12.31,16.6,12,0.0,0.6666666666666666,0.0,0,,,,
annual_deliberation_y1,ADY1_0109,Y1,10.7509375,12.80857143,9.150555556,11.763333333333334,3.2576995043444477,6.6,16.0,12,0.4166666666666667,0.25,0.16666666666666666,0,,,,
annual_deliberation_y1,ADY1_0110,Y1,14.5034375,15.83071429,13.47111111,14.675833333333335,1.7564347066679928,11.85,17.06,12,0.0,0.5833333333333334,0.0,0,,,,
annual_deliberation_y1,ADY1_0111,Y1,11.018125,11.98857143,10.26333333,11.710833333333333,2.014756733943256,8.79,15.0,12,0.16666666666666666,0.16666666666666666,0.0,0,,,,
annual_deliberation_y1,ADY1_0112,Y1,13.71375,14.61142857,13.01555556,13.898333333333333,1.6455053566573028,11.3,16.43,12,0.0,0.4166666666666667,0.0,0,,,,
annual_deliberation_y1,ADY1_0113,Y1,12.4759375,13.175,11.93222222,12.567499999999997,1.1050555313072405,10.84,14.05,12,0.0,0.08333333333333333,0.0,0,,,,
annual_deliberation_y1,ADY1_0114,Y1,13.606875,14.82071429,12.66277778,13.917499999999999,1.708689689365935,11.33,16.55,12,0.0,0.4166666666666667,0.0,0,,,,
annual_deliberation_y1,ADY1_0115,Y1,12.47375,14.64,10.78888889,13.253333333333332,3.12769253700881,6.8,18.0,12,0.16666666666666666,0.5,0.08333333333333333,0,,,,
annual_deliberation_y1,ADY1_0116,Y1,12.854375,13.76428571,12.14666667,13.271666666666663,2.0681692973313957,10.7,17.83,12,0.0,0.3333333333333333,0.0,0,,,,
annual_deliberation_y1,ADY1_0117,Y1,8.5128125,10.15071429,7.238888889,9.6725,3.947915733189304,2.59,15.1,12,0.5,0.16666666666666666,0.4166666666666667,0,,,,
annual_deliberation_y1,ADY1_0118,Y1,5.5846875,5.924285714,5.320555556,7.021666666666667,4.452459653910069,1.25,14.7,12,0.75,0.08333333333333333,0.5833333333333334,0,,,,
annual_deliberation_y1,ADY1_0119,Y1,11.736875,13.01,10.74666667,12.315833333333332,2.5561244041902516,6.95,15.8,12,0.16666666666666666,0.25,0.08333333333333333,0,,,,
annual_deliberation_y1,ADY1_0120,Y1,11.4965625,12.49928571,10.71666667,12.094166666666668,2.536685232680036,8.22,15.88,12,0.3333333333333333,0.3333333333333333,0.0,0,,,,
annual_deliberation_y1,ADY1_0121,Y1,15.3978125,16.34285714,14.66277778,15.410833333333336,1.6484398041417185,11.9,17.9,12,0.0,0.8333333333333334,0.0,0,,,,
annual_deliberation_y1,ADY1_0122,Y1,5.9734375,8.044285714,4.362777778,6.925000000000001,3.837045501661165,0.8,12.4,12,0.6666666666666666,0.0,0.5833333333333334,0,,,,
annual_deliberation_y1,ADY1_0123,Y1,14.6028125,16.07714286,13.45611111,14.885,2.1841349442160056,11.65,18.15,12,0.0,0.6666666666666666,0.0,0,,,,
annual_deliberation_y1,ADY1_0124,Y1,11.7234375,11.07571429,12.22722222,12.645000000000001,2.7724078802631933,8.85,16.5,12,0.25,0.4166666666666667,0.0,0,,,,
annual_deliberation_y1,ADY1_0125,Y1,11.3421875,12.96785714,10.07777778,11.858333333333333,2.681433922137161,6.06,14.75,12,0.3333333333333333,0.3333333333333333,0.08333333333333333,0,,,,
annual_deliberation_y1,ADY1_0126,Y1,13.053125,14.21642857,12.14833333,13.493333333333332,1.8877660358372292,10.0,16.1,12,0.0,0.3333333333333333,0.0,0,,,,
annual_deliberation_y1,ADY1_0127,Y1,8.9853125,10.71642857,7.638888889,9.856666666666667,3.3440240683489364,5.9,15.05,12,0.5833333333333334,0.16666666666666666,0.3333333333333333,0,,,,
annual_deliberation_y1,ADY1_0128,Y1,12.689375,13.365,12.16388889,13.275,2.1293383522075158,8.3,16.0,12,0.08333333333333333,0.4166666666666667,0.0,0,,,,
annual_deliberation_y1,ADY1_0129,Y1,14.876875,14.44571429,15.21222222,14.985833333333332,1.7455629898445808,12.9,18.6,12,0.0,0.6666666666666666,0.0,0,,,,
annual_deliberation_y1,ADY1_0130,Y1,12.985625,13.09071429,12.90388889,13.370833333333332,1.8019457076541827,10.89,16.6,12,0.0,0.4166666666666667,0.0,0,,,,
annual_deliberation_y1,ADY1_0131,Y1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,1.0,0.0,1.0,3,,,,
annual_deliberation_y1,ADY1_0132,Y1,11.9015625,13.515,10.64666667,12.621666666666668,2.5795765450001964,7.41,15.5,12,0.16666666666666666,0.3333333333333333,0.08333333333333333,0,,,,
annual_deliberation_y1,ADY1_0133,Y1,10.6346875,11.91928571,9.635555556,11.180000000000001,2.433474881727773,6.54,14.45,12,0.3333333333333333,0.08333333333333333,0.08333333333333333,0,,,,
annual_deliberation_y1,ADY1_0134,Y1,12.0821875,14.05714286,10.54611111,12.269999999999998,2.0497760409815067,8.75,14.88,12,0.16666666666666666,0.16666666666666666,0.0,0,,,,
annual_deliberation_y1,ADY1_0135,Y1,13.6934375,13.79,13.61833333,13.991666666666667,1.7111550237051918,10.9,16.82,12,0.0,0.5833333333333334,0.0,0,,,,
annual_deliberation_y1,ADY1_0136,Y1,11.63125,12.435,11.00611111,12.294166666666667,2.161419812544663,7.55,14.82,12,0.16666666666666666,0.25,0.08333333333333333,0,,,,
annual_deliberation_y1,ADY1_0137,Y1,6.9734375,8.292857143,5.947222222,8.325833333333334,3.7542060250854483,2.95,14.5,12,0.5833333333333334,0.08333333333333333,0.5833333333333334,0,,,,
annual_deliberation_y1,ADY1_0138,Y1,12.4871875,13.49857143,11.70055556,12.875,1.7765262324394353,9.67,17.0,12,0.08333333333333333,0.08333333333333333,0.0,0,,,,
annual_deliberation_y1,ADY1_0139,Y1,12.5140625,13.18571429,11.99166667,13.1875,2.073250083586374,9.9,16.5,12,0.08333333333333333,0.3333333333333333,0.0,0,,,,
annual_deliberation_y1,ADY1_0140,Y1,13.125,13.44285714,12.87777778,13.290833333333333,1.7065246892885888,10.6,16.06,12,0.0,0.4166666666666667,0.0,0,,,,
annual_deliberation_y1,ADY1_0141,Y1,13.7271875,14.99214286,12.74333333,14.106666666666664,2.0352812328937975,9.42,16.68,12,0.08333333333333333,0.5833333333333334,0.0,0,,,,
annual_deliberation_y1,ADY1_0142,Y1,10.18,11.00571429,9.537777778,10.785833333333334,2.054195079402739,7.18,13.5,12,0.3333333333333333,0.0,0.08333333333333333,0,,,,
annual_deliberation_y1,ADY1_0143,Y1,14.745625,15.73285714,13.97777778,14.788333333333332,1.4608330956455404,12.8,17.9,12,0.0,0.75,0.0,0,,,,
annual_deliberation_y1,ADY1_0144,Y1,13.8346875,13.97857143,13.72277778,14.171666666666667,1.7061750594043195,11.7,18.2,12,0.0,0.5,0.0,0,,,,
annual_deliberation_y1,ADY1_0145,Y1,14.6471875,14.88071429,14.46555556,14.714166666666664,1.703453488616225,12.57,18.2,12,0.0,0.5,0.0,0,,,,
annual_deliberation_y1,ADY1_0146,Y1,12.760625,12.32928571,13.09611111,13.083333333333334,1.883475189079694,8.45,15.2,12,0.08333333333333333,0.3333333333333333,0.0,0,,,,
annual_deliberation_y1,ADY1_0147,Y1,11.9284375,12.84285714,11.21722222,12.277499999999998,1.8233242617911831,9.25,15.6,12,0.16666666666666666,0.16666666666666666,0.0,0,,,,
annual_deliberation_y1,ADY1_0148,Y1,14.0596875,14.94214286,13.37333333,14.233333333333336,1.4492087705386203,11.3,16.49,12,0.0,0.8333333333333334,0.0,0,,,,
annual_deliberation_y1,ADY1_0149,Y1,10.0596875,11.39785714,9.018888889,10.953333333333333,2.878169662487013,6.1,16.0,12,0.5,0.16666666666666666,0.16666666666666666,0,,,,
annual_deliberation_y1,ADY1_0150,Y1,10.0228125,10.13642857,9.934444444,10.965000000000002,2.6378003922000826,7.7,15.5,12,0.4166666666666667,0.16666666666666666,0.16666666666666666,0,,,,
