quiz_id,quiz_file,raw_score,inferred_max_score,normalized_score,score_percent,submission_timestamp
Q001,AI224 — Quiz 01 (Responses).xlsx,10.0,10.0,1.0,100.0,2025-02-06 12:55:10.499
Q001,AI224 — Quiz 01 (Responses).xlsx,10.0,10.0,1.0,100.0,2025-02-06 12:58:08.169
Q001,AI224 — Quiz 01 (Responses).xlsx,10.0,10.0,1.0,100.0,2025-02-06 12:58:08.815
Q001,AI224 — Quiz 01 (Responses).xlsx,10.0,10.0,1.0,100.0,2025-02-06 12:58:20.814
Q001,AI224 — Quiz 01 (Responses).xlsx,9.0,10.0,0.9,90.0,2025-02-06 13:01:52.568
Q001,AI224 — Quiz 01 (Responses).xlsx,8.0,10.0,0.8,80.0,2025-02-06 13:35:04.554
Q001,AI224 — Quiz 01 (Responses).xlsx,10.0,10.0,1.0,100.0,2025-02-06 14:02:23.006
Q001,AI224 — Quiz 01 (Responses).xlsx,10.0,10.0,1.0,100.0,2025-02-06 14:07:53.347
Q001,AI224 — Quiz 01 (Responses).xlsx,9.0,10.0,0.9,90.0,2025-02-06 14:17:57.798
Q001,AI224 — Quiz 01 (Responses).xlsx,10.0,10.0,1.0,100.0,2025-02-06 14:24:20.832
Q001,AI224 — Quiz 01 (Responses).xlsx,9.0,10.0,0.9,90.0,2025-02-06 14:26:21.201
Q001,AI224 — Quiz 01 (Responses).xlsx,9.0,10.0,0.9,90.0,2025-02-06 14:27:37.743
Q001,AI224 — Quiz 01 (Responses).xlsx,9.0,10.0,0.9,90.0,2025-02-06 14:35:29.926
Q001,AI224 — Quiz 01 (Responses).xlsx,7.0,10.0,0.7,70.0,2025-02-06 14:39:19.324
Q001,AI224 — Quiz 01 (Responses).xlsx,10.0,10.0,1.0,100.0,2025-02-06 14:40:20.284
Q001,AI224 — Quiz 01 (Responses).xlsx,9.0,10.0,0.9,90.0,2025-02-06 14:41:51.875
Q001,AI224 — Quiz 01 (Responses).xlsx,10.0,10.0,1.0,100.0,2025-02-06 14:45:57.890
Q001,AI224 — Quiz 01 (Responses).xlsx,8.0,10.0,0.8,80.0,2025-02-06 14:49:16.175
Q001,AI224 — Quiz 01 (Responses).xlsx,9.0,10.0,0.9,90.0,2025-02-06 14:49:23.732
Q001,AI224 — Quiz 01 (Responses).xlsx,9.0,10.0,0.9,90.0,2025-02-06 14:51:53.514
Q001,AI224 — Quiz 01 (Responses).xlsx,9.0,10.0,0.9,90.0,2025-02-06 15:02:06.396
Q001,AI224 — Quiz 01 (Responses).xlsx,9.0,10.0,0.9,90.0,2025-02-06 15:12:33.934
Q001,AI224 — Quiz 01 (Responses).xlsx,9.0,10.0,0.9,90.0,2025-02-06 15:17:57.024
Q001,AI224 — Quiz 01 (Responses).xlsx,9.0,10.0,0.9,90.0,2025-02-06 15:21:52.899
Q001,AI224 — Quiz 01 (Responses).xlsx,9.0,10.0,0.9,90.0,2025-02-06 15:26:18.580
Q001,AI224 — Quiz 01 (Responses).xlsx,9.0,10.0,0.9,90.0,2025-02-06 15:27:32.602
Q001,AI224 — Quiz 01 (Responses).xlsx,9.0,10.0,0.9,90.0,2025-02-06 15:28:37.265
Q001,AI224 — Quiz 01 (Responses).xlsx,9.0,10.0,0.9,90.0,2025-02-06 15:29:54.210
Q001,AI224 — Quiz 01 (Responses).xlsx,10.0,10.0,1.0,100.0,2025-02-06 15:30:03.188
Q001,AI224 — Quiz 01 (Responses).xlsx,10.0,10.0,1.0,100.0,2025-02-06 15:32:53.340
Q001,AI224 — Quiz 01 (Responses).xlsx,9.0,10.0,0.9,90.0,2025-02-06 15:33:17.251
Q001,AI224 — Quiz 01 (Responses).xlsx,8.0,10.0,0.8,80.0,2025-02-06 15:34:00.682
Q001,AI224 — Quiz 01 (Responses).xlsx,7.0,10.0,0.7,70.0,2025-02-06 15:35:42.881
Q001,AI224 — Quiz 01 (Responses).xlsx,7.0,10.0,0.7,70.0,2025-02-06 15:35:48.187
Q001,AI224 — Quiz 01 (Responses).xlsx,9.0,10.0,0.9,90.0,2025-02-06 15:37:51.685
Q001,AI224 — Quiz 01 (Responses).xlsx,9.0,10.0,0.9,90.0,2025-02-06 15:40:19.899
Q001,AI224 — Quiz 01 (Responses).xlsx,9.0,10.0,0.9,90.0,2025-02-06 15:41:16.495
Q001,AI224 — Quiz 01 (Responses).xlsx,10.0,10.0,1.0,100.0,2025-02-06 15:47:49.409
Q001,AI224 — Quiz 01 (Responses).xlsx,9.0,10.0,0.9,90.0,2025-02-06 16:09:36.873
Q001,AI224 — Quiz 01 (Responses).xlsx,7.0,10.0,0.7,70.0,2025-02-06 16:27:50.080
Q001,AI224 — Quiz 01 (Responses).xlsx,9.0,10.0,0.9,90.0,2025-02-06 16:40:01.440
Q001,AI224 — Quiz 01 (Responses).xlsx,7.0,10.0,0.7,70.0,2025-02-06 16:42:37.610
Q001,AI224 — Quiz 01 (Responses).xlsx,10.0,10.0,1.0,100.0,2025-02-06 16:46:55.666
Q001,AI224 — Quiz 01 (Responses).xlsx,10.0,10.0,1.0,100.0,2025-02-06 16:51:49.083
Q001,AI224 — Quiz 01 (Responses).xlsx,9.0,10.0,0.9,90.0,2025-02-06 16:54:41.158
Q001,AI224 — Quiz 01 (Responses).xlsx,9.0,10.0,0.9,90.0,2025-02-06 16:55:57.331
Q001,AI224 — Quiz 01 (Responses).xlsx,9.0,10.0,0.9,90.0,2025-02-06 16:56:48.749
Q001,AI224 — Quiz 01 (Responses).xlsx,9.0,10.0,0.9,90.0,2025-02-06 16:59:40.852
Q001,AI224 — Quiz 01 (Responses).xlsx,8.0,10.0,0.8,80.0,2025-02-06 17:06:44.644
Q001,AI224 — Quiz 01 (Responses).xlsx,10.0,10.0,1.0,100.0,2025-02-06 17:06:59.129
Q001,AI224 — Quiz 01 (Responses).xlsx,10.0,10.0,1.0,100.0,2025-02-06 17:10:36.866
Q001,AI224 — Quiz 01 (Responses).xlsx,10.0,10.0,1.0,100.0,2025-02-06 17:12:20.911
Q001,AI224 — Quiz 01 (Responses).xlsx,9.0,10.0,0.9,90.0,2025-02-06 17:13:05.907
Q001,AI224 — Quiz 01 (Responses).xlsx,9.0,10.0,0.9,90.0,2025-02-06 17:14:09.669
Q001,AI224 — Quiz 01 (Responses).xlsx,10.0,10.0,1.0,100.0,2025-02-06 17:27:23.999
Q001,AI224 — Quiz 01 (Responses).xlsx,9.0,10.0,0.9,90.0,2025-02-06 17:28:56.156
Q001,AI224 — Quiz 01 (Responses).xlsx,9.0,10.0,0.9,90.0,2025-02-06 17:30:43.628
Q001,AI224 — Quiz 01 (Responses).xlsx,10.0,10.0,1.0,100.0,2025-02-06 17:36:28.656
Q001,AI224 — Quiz 01 (Responses).xlsx,9.0,10.0,0.9,90.0,2025-02-06 17:37:28.924
Q001,AI224 — Quiz 01 (Responses).xlsx,10.0,10.0,1.0,100.0,2025-02-06 17:40:03.911
Q001,AI224 — Quiz 01 (Responses).xlsx,10.0,10.0,1.0,100.0,2025-02-06 17:40:44.868
Q001,AI224 — Quiz 01 (Responses).xlsx,9.0,10.0,0.9,90.0,2025-02-06 17:41:42.486
Q001,AI224 — Quiz 01 (Responses).xlsx,10.0,10.0,1.0,100.0,2025-02-06 17:42:38.972
Q001,AI224 — Quiz 01 (Responses).xlsx,9.0,10.0,0.9,90.0,2025-02-06 17:43:27.271
Q001,AI224 — Quiz 01 (Responses).xlsx,9.0,10.0,0.9,90.0,2025-02-06 17:47:01.701
Q001,AI224 — Quiz 01 (Responses).xlsx,10.0,10.0,1.0,100.0,2025-02-06 17:52:26.156
Q001,AI224 — Quiz 01 (Responses).xlsx,8.0,10.0,0.8,80.0,2025-02-06 17:54:13.222
Q001,AI224 — Quiz 01 (Responses).xlsx,10.0,10.0,1.0,100.0,2025-02-06 18:02:34.477
Q001,AI224 — Quiz 01 (Responses).xlsx,10.0,10.0,1.0,100.0,2025-02-06 18:08:22.446
Q001,AI224 — Quiz 01 (Responses).xlsx,10.0,10.0,1.0,100.0,2025-02-06 18:12:46.908
Q001,AI224 — Quiz 01 (Responses).xlsx,10.0,10.0,1.0,100.0,2025-02-06 18:12:50.769
Q001,AI224 — Quiz 01 (Responses).xlsx,10.0,10.0,1.0,100.0,2025-02-06 18:13:35.724
Q001,AI224 — Quiz 01 (Responses).xlsx,10.0,10.0,1.0,100.0,2025-02-06 18:13:43.188
Q001,AI224 — Quiz 01 (Responses).xlsx,8.0,10.0,0.8,80.0,2025-02-06 18:14:42.731
Q001,AI224 — Quiz 01 (Responses).xlsx,10.0,10.0,1.0,100.0,2025-02-06 18:14:46.349
Q001,AI224 — Quiz 01 (Responses).xlsx,9.0,10.0,0.9,90.0,2025-02-06 18:14:47.655
Q001,AI224 — Quiz 01 (Responses).xlsx,10.0,10.0,1.0,100.0,2025-02-06 18:16:40.935
Q001,AI224 — Quiz 01 (Responses).xlsx,10.0,10.0,1.0,100.0,2025-02-06 18:17:43.548
Q001,AI224 — Quiz 01 (Responses).xlsx,10.0,10.0,1.0,100.0,2025-02-06 18:18:32.965
Q001,AI224 — Quiz 01 (Responses).xlsx,10.0,10.0,1.0,100.0,2025-02-06 18:22:28.712
Q001,AI224 — Quiz 01 (Responses).xlsx,9.0,10.0,0.9,90.0,2025-02-06 18:26:32.646
Q001,AI224 — Quiz 01 (Responses).xlsx,9.0,10.0,0.9,90.0,2025-02-06 18:27:33.703
Q001,AI224 — Quiz 01 (Responses).xlsx,10.0,10.0,1.0,100.0,2025-02-06 18:32:24.702
Q001,AI224 — Quiz 01 (Responses).xlsx,8.0,10.0,0.8,80.0,2025-02-06 18:37:35.428
Q001,AI224 — Quiz 01 (Responses).xlsx,10.0,10.0,1.0,100.0,2025-02-06 18:37:57.968
Q001,AI224 — Quiz 01 (Responses).xlsx,10.0,10.0,1.0,100.0,2025-02-06 18:39:03.246
Q001,AI224 — Quiz 01 (Responses).xlsx,10.0,10.0,1.0,100.0,2025-02-06 18:39:16.545
Q001,AI224 — Quiz 01 (Responses).xlsx,9.0,10.0,0.9,90.0,2025-02-06 18:41:12.745
Q001,AI224 — Quiz 01 (Responses).xlsx,9.0,10.0,0.9,90.0,2025-02-06 18:43:28.484
Q001,AI224 — Quiz 01 (Responses).xlsx,9.0,10.0,0.9,90.0,2025-02-06 18:45:27.264
Q001,AI224 — Quiz 01 (Responses).xlsx,9.0,10.0,0.9,90.0,2025-02-06 18:45:45.548
Q001,AI224 — Quiz 01 (Responses).xlsx,9.0,10.0,0.9,90.0,2025-02-06 18:49:19.114
Q001,AI224 — Quiz 01 (Responses).xlsx,9.0,10.0,0.9,90.0,2025-02-06 18:51:30.805
Q001,AI224 — Quiz 01 (Responses).xlsx,10.0,10.0,1.0,100.0,2025-02-06 18:52:45.243
Q001,AI224 — Quiz 01 (Responses).xlsx,10.0,10.0,1.0,100.0,2025-02-06 18:53:43.138
Q001,AI224 — Quiz 01 (Responses).xlsx,9.0,10.0,0.9,90.0,2025-02-06 18:54:04.785
Q001,AI224 — Quiz 01 (Responses).xlsx,10.0,10.0,1.0,100.0,2025-02-06 18:55:44.744
Q001,AI224 — Quiz 01 (Responses).xlsx,9.0,10.0,0.9,90.0,2025-02-06 18:56:17.292
Q001,AI224 — Quiz 01 (Responses).xlsx,10.0,10.0,1.0,100.0,2025-02-06 18:56:31.417
Q001,AI224 — Quiz 01 (Responses).xlsx,10.0,10.0,1.0,100.0,2025-02-06 18:56:31.488
Q001,AI224 — Quiz 01 (Responses).xlsx,8.0,10.0,0.8,80.0,2025-02-06 18:57:29.487
Q001,AI224 — Quiz 01 (Responses).xlsx,9.0,10.0,0.9,90.0,2025-02-06 18:59:24.005
Q001,AI224 — Quiz 01 (Responses).xlsx,9.0,10.0,0.9,90.0,2025-02-06 19:01:59.986
Q001,AI224 — Quiz 01 (Responses).xlsx,10.0,10.0,1.0,100.0,2025-02-06 19:05:27.868
Q001,AI224 — Quiz 01 (Responses).xlsx,9.0,10.0,0.9,90.0,2025-02-06 19:10:36.021
Q001,AI224 — Quiz 01 (Responses).xlsx,9.0,10.0,0.9,90.0,2025-02-06 19:13:05.480
Q001,AI224 — Quiz 01 (Responses).xlsx,10.0,10.0,1.0,100.0,2025-02-06 19:13:49.504
Q001,AI224 — Quiz 01 (Responses).xlsx,9.0,10.0,0.9,90.0,2025-02-06 19:13:53.013
Q001,AI224 — Quiz 01 (Responses).xlsx,10.0,10.0,1.0,100.0,2025-02-06 19:14:26.721
Q001,AI224 — Quiz 01 (Responses).xlsx,10.0,10.0,1.0,100.0,2025-02-06 19:16:03.136
Q001,AI224 — Quiz 01 (Responses).xlsx,10.0,10.0,1.0,100.0,2025-02-06 19:17:45.962
Q001,AI224 — Quiz 01 (Responses).xlsx,10.0,10.0,1.0,100.0,2025-02-06 19:18:44.813
Q001,AI224 — Quiz 01 (Responses).xlsx,10.0,10.0,1.0,100.0,2025-02-06 19:19:53.729
Q001,AI224 — Quiz 01 (Responses).xlsx,10.0,10.0,1.0,100.0,2025-02-06 19:21:23.206
Q001,AI224 — Quiz 01 (Responses).xlsx,9.0,10.0,0.9,90.0,2025-02-06 19:23:10.133
Q001,AI224 — Quiz 01 (Responses).xlsx,10.0,10.0,1.0,100.0,2025-02-06 19:28:12.181
Q001,AI224 — Quiz 01 (Responses).xlsx,9.0,10.0,0.9,90.0,2025-02-06 19:28:20.861
Q001,AI224 — Quiz 01 (Responses).xlsx,9.0,10.0,0.9,90.0,2025-02-06 19:28:46.328
Q001,AI224 — Quiz 01 (Responses).xlsx,10.0,10.0,1.0,100.0,2025-02-06 19:30:22.052
Q001,AI224 — Quiz 01 (Responses).xlsx,10.0,10.0,1.0,100.0,2025-02-06 19:30:31.921
Q001,AI224 — Quiz 01 (Responses).xlsx,10.0,10.0,1.0,100.0,2025-02-06 19:31:31.554
Q001,AI224 — Quiz 01 (Responses).xlsx,9.0,10.0,0.9,90.0,2025-02-06 19:35:00.688
Q001,AI224 — Quiz 01 (Responses).xlsx,7.0,10.0,0.7,70.0,2025-02-06 19:36:07.913
Q001,AI224 — Quiz 01 (Responses).xlsx,9.0,10.0,0.9,90.0,2025-02-06 19:37:32.676
Q001,AI224 — Quiz 01 (Responses).xlsx,10.0,10.0,1.0,100.0,2025-02-06 19:39:30.767
Q001,AI224 — Quiz 01 (Responses).xlsx,8.0,10.0,0.8,80.0,2025-02-06 19:42:05.099
Q001,AI224 — Quiz 01 (Responses).xlsx,8.0,10.0,0.8,80.0,2025-02-06 19:43:41.548
Q001,AI224 — Quiz 01 (Responses).xlsx,9.0,10.0,0.9,90.0,2025-02-06 19:47:42.575
Q001,AI224 — Quiz 01 (Responses).xlsx,10.0,10.0,1.0,100.0,2025-02-06 19:48:59.715
Q001,AI224 — Quiz 01 (Responses).xlsx,9.0,10.0,0.9,90.0,2025-02-06 19:50:00.215
Q001,AI224 — Quiz 01 (Responses).xlsx,8.0,10.0,0.8,80.0,2025-02-06 19:50:30.728
Q001,AI224 — Quiz 01 (Responses).xlsx,9.0,10.0,0.9,90.0,2025-02-06 19:50:42.918
Q001,AI224 — Quiz 01 (Responses).xlsx,9.0,10.0,0.9,90.0,2025-02-06 19:50:43.083
Q001,AI224 — Quiz 01 (Responses).xlsx,9.0,10.0,0.9,90.0,2025-02-06 19:52:17.250
Q001,AI224 — Quiz 01 (Responses).xlsx,10.0,10.0,1.0,100.0,2025-02-06 19:53:13.216
Q001,AI224 — Quiz 01 (Responses).xlsx,10.0,10.0,1.0,100.0,2025-02-06 19:54:51.955
Q001,AI224 — Quiz 01 (Responses).xlsx,9.0,10.0,0.9,90.0,2025-02-06 19:58:01.023
Q001,AI224 — Quiz 01 (Responses).xlsx,10.0,10.0,1.0,100.0,2025-02-06 19:59:50.780
Q001,AI224 — Quiz 01 (Responses).xlsx,9.0,10.0,0.9,90.0,2025-02-06 19:59:56.588
Q001,AI224 — Quiz 01 (Responses).xlsx,10.0,10.0,1.0,100.0,2025-02-06 20:00:27.923
Q001,AI224 — Quiz 01 (Responses).xlsx,10.0,10.0,1.0,100.0,2025-02-06 20:00:28.338
Q001,AI224 — Quiz 01 (Responses).xlsx,10.0,10.0,1.0,100.0,2025-02-06 20:00:49.983
Q001,AI224 — Quiz 01 (Responses).xlsx,10.0,10.0,1.0,100.0,2025-02-06 20:00:52.643
Q001,AI224 — Quiz 01 (Responses).xlsx,9.0,10.0,0.9,90.0,2025-02-06 20:02:01.512
Q001,AI224 — Quiz 01 (Responses).xlsx,9.0,10.0,0.9,90.0,2025-02-06 20:06:03.962
Q001,AI224 — Quiz 01 (Responses).xlsx,9.0,10.0,0.9,90.0,2025-02-06 20:06:23.495
Q001,AI224 — Quiz 01 (Responses).xlsx,10.0,10.0,1.0,100.0,2025-02-06 20:07:38.654
Q001,AI224 — Quiz 01 (Responses).xlsx,10.0,10.0,1.0,100.0,2025-02-06 20:08:57.603
Q001,AI224 — Quiz 01 (Responses).xlsx,9.0,10.0,0.9,90.0,2025-02-06 20:13:23.545
Q001,AI224 — Quiz 01 (Responses).xlsx,9.0,10.0,0.9,90.0,2025-02-06 20:13:25.204
Q001,AI224 — Quiz 01 (Responses).xlsx,10.0,10.0,1.0,100.0,2025-02-06 20:14:16.227
Q001,AI224 — Quiz 01 (Responses).xlsx,9.0,10.0,0.9,90.0,2025-02-06 20:15:52.154
Q001,AI224 — Quiz 01 (Responses).xlsx,9.0,10.0,0.9,90.0,2025-02-06 20:15:52.442
Q001,AI224 — Quiz 01 (Responses).xlsx,9.0,10.0,0.9,90.0,2025-02-06 20:16:06.490
Q001,AI224 — Quiz 01 (Responses).xlsx,9.0,10.0,0.9,90.0,2025-02-06 20:16:08.396
Q001,AI224 — Quiz 01 (Responses).xlsx,9.0,10.0,0.9,90.0,2025-02-06 20:16:09.546
Q001,AI224 — Quiz 01 (Responses).xlsx,9.0,10.0,0.9,90.0,2025-02-06 20:18:01.786
Q001,AI224 — Quiz 01 (Responses).xlsx,10.0,10.0,1.0,100.0,2025-02-06 20:18:11.277
Q001,AI224 — Quiz 01 (Responses).xlsx,9.0,10.0,0.9,90.0,2025-02-06 20:19:30.199
Q001,AI224 — Quiz 01 (Responses).xlsx,10.0,10.0,1.0,100.0,2025-02-06 20:20:14.121
Q001,AI224 — Quiz 01 (Responses).xlsx,10.0,10.0,1.0,100.0,2025-02-06 20:20:51.526
Q001,AI224 — Quiz 01 (Responses).xlsx,9.0,10.0,0.9,90.0,2025-02-06 20:21:06.740
Q001,AI224 — Quiz 01 (Responses).xlsx,10.0,10.0,1.0,100.0,2025-02-06 20:21:34.854
Q001,AI224 — Quiz 01 (Responses).xlsx,8.0,10.0,0.8,80.0,2025-02-06 20:22:00.287
Q001,AI224 — Quiz 01 (Responses).xlsx,10.0,10.0,1.0,100.0,2025-02-06 20:23:18.061
Q001,AI224 — Quiz 01 (Responses).xlsx,10.0,10.0,1.0,100.0,2025-02-06 20:25:45.560
Q001,AI224 — Quiz 01 (Responses).xlsx,10.0,10.0,1.0,100.0,2025-02-06 20:26:01.886
Q001,AI224 — Quiz 01 (Responses).xlsx,9.0,10.0,0.9,90.0,2025-02-06 20:27:18.002
Q001,AI224 — Quiz 01 (Responses).xlsx,10.0,10.0,1.0,100.0,2025-02-06 20:28:31.608
Q001,AI224 — Quiz 01 (Responses).xlsx,9.0,10.0,0.9,90.0,2025-02-06 20:29:33.203
Q001,AI224 — Quiz 01 (Responses).xlsx,9.0,10.0,0.9,90.0,2025-02-06 20:31:52.395
Q001,AI224 — Quiz 01 (Responses).xlsx,8.0,10.0,0.8,80.0,2025-02-06 20:32:45.494
Q001,AI224 — Quiz 01 (Responses).xlsx,9.0,10.0,0.9,90.0,2025-02-06 20:32:49.931
Q001,AI224 — Quiz 01 (Responses).xlsx,9.0,10.0,0.9,90.0,2025-02-06 20:34:15.704
Q001,AI224 — Quiz 01 (Responses).xlsx,9.0,10.0,0.9,90.0,2025-02-06 20:34:39.794
Q001,AI224 — Quiz 01 (Responses).xlsx,9.0,10.0,0.9,90.0,2025-02-06 20:34:47.145
Q001,AI224 — Quiz 01 (Responses).xlsx,6.0,10.0,0.6,60.0,2025-02-06 20:35:03.235
Q001,AI224 — Quiz 01 (Responses).xlsx,10.0,10.0,1.0,100.0,2025-02-06 20:35:13.101
Q001,AI224 — Quiz 01 (Responses).xlsx,10.0,10.0,1.0,100.0,2025-02-06 20:35:29.051
Q001,AI224 — Quiz 01 (Responses).xlsx,9.0,10.0,0.9,90.0,2025-02-06 20:35:42.443
Q001,AI224 — Quiz 01 (Responses).xlsx,8.0,10.0,0.8,80.0,2025-02-06 20:37:43.784
